id,img_path
TRAIN_41857,./train/TRAIN_41857.png
TRAIN_43222,./train/TRAIN_43222.png
TRAIN_42703,./train/TRAIN_42703.png
TRAIN_71106,./train/TRAIN_71106.png
TRAIN_62855,./train/TRAIN_62855.png
TRAIN_07790,./train/TRAIN_07790.png
TRAIN_30507,./train/TRAIN_30507.png
TRAIN_28463,./train/TRAIN_28463.png
TRAIN_60638,./train/TRAIN_60638.png
TRAIN_47865,./train/TRAIN_47865.png
TRAIN_28513,./train/TRAIN_28513.png
TRAIN_69283,./train/TRAIN_69283.png
TRAIN_60784,./train/TRAIN_60784.png
TRAIN_63361,./train/TRAIN_63361.png
TRAIN_16048,./train/TRAIN_16048.png
TRAIN_63058,./train/TRAIN_63058.png
TRAIN_30302,./train/TRAIN_30302.png
TRAIN_20322,./train/TRAIN_20322.png
TRAIN_73199,./train/TRAIN_73199.png
TRAIN_23257,./train/TRAIN_23257.png
TRAIN_11546,./train/TRAIN_11546.png
TRAIN_18500,./train/TRAIN_18500.png
TRAIN_07602,./train/TRAIN_07602.png
TRAIN_27704,./train/TRAIN_27704.png
TRAIN_61900,./train/TRAIN_61900.png
TRAIN_33240,./train/TRAIN_33240.png
TRAIN_57130,./train/TRAIN_57130.png
TRAIN_12499,./train/TRAIN_12499.png
TRAIN_72819,./train/TRAIN_72819.png
TRAIN_48489,./train/TRAIN_48489.png
TRAIN_36352,./train/TRAIN_36352.png
TRAIN_47749,./train/TRAIN_47749.png
TRAIN_48771,./train/TRAIN_48771.png
TRAIN_11689,./train/TRAIN_11689.png
TRAIN_35445,./train/TRAIN_35445.png
TRAIN_60730,./train/TRAIN_60730.png
TRAIN_35917,./train/TRAIN_35917.png
TRAIN_16861,./train/TRAIN_16861.png
TRAIN_63497,./train/TRAIN_63497.png
TRAIN_64646,./train/TRAIN_64646.png
TRAIN_48881,./train/TRAIN_48881.png
TRAIN_69801,./train/TRAIN_69801.png
TRAIN_63334,./train/TRAIN_63334.png
TRAIN_27408,./train/TRAIN_27408.png
TRAIN_69114,./train/TRAIN_69114.png
TRAIN_31451,./train/TRAIN_31451.png
TRAIN_49784,./train/TRAIN_49784.png
TRAIN_38431,./train/TRAIN_38431.png
TRAIN_21647,./train/TRAIN_21647.png
TRAIN_23288,./train/TRAIN_23288.png
TRAIN_60604,./train/TRAIN_60604.png
TRAIN_65489,./train/TRAIN_65489.png
TRAIN_40942,./train/TRAIN_40942.png
TRAIN_69295,./train/TRAIN_69295.png
TRAIN_37188,./train/TRAIN_37188.png
TRAIN_16100,./train/TRAIN_16100.png
TRAIN_70525,./train/TRAIN_70525.png
TRAIN_48519,./train/TRAIN_48519.png
TRAIN_21003,./train/TRAIN_21003.png
TRAIN_21745,./train/TRAIN_21745.png
TRAIN_08901,./train/TRAIN_08901.png
TRAIN_42219,./train/TRAIN_42219.png
TRAIN_55587,./train/TRAIN_55587.png
TRAIN_02836,./train/TRAIN_02836.png
TRAIN_50490,./train/TRAIN_50490.png
TRAIN_19745,./train/TRAIN_19745.png
TRAIN_16801,./train/TRAIN_16801.png
TRAIN_25590,./train/TRAIN_25590.png
TRAIN_47409,./train/TRAIN_47409.png
TRAIN_70457,./train/TRAIN_70457.png
TRAIN_55181,./train/TRAIN_55181.png
TRAIN_39881,./train/TRAIN_39881.png
TRAIN_36012,./train/TRAIN_36012.png
TRAIN_09208,./train/TRAIN_09208.png
TRAIN_01288,./train/TRAIN_01288.png
TRAIN_09954,./train/TRAIN_09954.png
TRAIN_36482,./train/TRAIN_36482.png
TRAIN_53361,./train/TRAIN_53361.png
TRAIN_40990,./train/TRAIN_40990.png
TRAIN_14276,./train/TRAIN_14276.png
TRAIN_36577,./train/TRAIN_36577.png
TRAIN_15399,./train/TRAIN_15399.png
TRAIN_47635,./train/TRAIN_47635.png
TRAIN_12557,./train/TRAIN_12557.png
TRAIN_18783,./train/TRAIN_18783.png
TRAIN_74014,./train/TRAIN_74014.png
TRAIN_34124,./train/TRAIN_34124.png
TRAIN_70071,./train/TRAIN_70071.png
TRAIN_07024,./train/TRAIN_07024.png
TRAIN_45404,./train/TRAIN_45404.png
TRAIN_69721,./train/TRAIN_69721.png
TRAIN_66341,./train/TRAIN_66341.png
TRAIN_45738,./train/TRAIN_45738.png
TRAIN_11082,./train/TRAIN_11082.png
TRAIN_64366,./train/TRAIN_64366.png
TRAIN_43244,./train/TRAIN_43244.png
TRAIN_16778,./train/TRAIN_16778.png
TRAIN_64389,./train/TRAIN_64389.png
TRAIN_13889,./train/TRAIN_13889.png
TRAIN_17846,./train/TRAIN_17846.png
TRAIN_16649,./train/TRAIN_16649.png
TRAIN_29976,./train/TRAIN_29976.png
TRAIN_34300,./train/TRAIN_34300.png
TRAIN_43404,./train/TRAIN_43404.png
TRAIN_36571,./train/TRAIN_36571.png
TRAIN_71302,./train/TRAIN_71302.png
TRAIN_42303,./train/TRAIN_42303.png
TRAIN_42619,./train/TRAIN_42619.png
TRAIN_58060,./train/TRAIN_58060.png
TRAIN_64788,./train/TRAIN_64788.png
TRAIN_03418,./train/TRAIN_03418.png
TRAIN_56190,./train/TRAIN_56190.png
TRAIN_74994,./train/TRAIN_74994.png
TRAIN_41385,./train/TRAIN_41385.png
TRAIN_39795,./train/TRAIN_39795.png
TRAIN_02166,./train/TRAIN_02166.png
TRAIN_69411,./train/TRAIN_69411.png
TRAIN_02193,./train/TRAIN_02193.png
TRAIN_43989,./train/TRAIN_43989.png
TRAIN_14010,./train/TRAIN_14010.png
TRAIN_20482,./train/TRAIN_20482.png
TRAIN_66437,./train/TRAIN_66437.png
TRAIN_68216,./train/TRAIN_68216.png
TRAIN_10342,./train/TRAIN_10342.png
TRAIN_22653,./train/TRAIN_22653.png
TRAIN_58309,./train/TRAIN_58309.png
TRAIN_54026,./train/TRAIN_54026.png
TRAIN_63607,./train/TRAIN_63607.png
TRAIN_30366,./train/TRAIN_30366.png
TRAIN_72729,./train/TRAIN_72729.png
TRAIN_73595,./train/TRAIN_73595.png
TRAIN_03982,./train/TRAIN_03982.png
TRAIN_09055,./train/TRAIN_09055.png
TRAIN_57953,./train/TRAIN_57953.png
TRAIN_11466,./train/TRAIN_11466.png
TRAIN_30730,./train/TRAIN_30730.png
TRAIN_20406,./train/TRAIN_20406.png
TRAIN_53715,./train/TRAIN_53715.png
TRAIN_44581,./train/TRAIN_44581.png
TRAIN_55546,./train/TRAIN_55546.png
TRAIN_01584,./train/TRAIN_01584.png
TRAIN_59956,./train/TRAIN_59956.png
TRAIN_10314,./train/TRAIN_10314.png
TRAIN_61397,./train/TRAIN_61397.png
TRAIN_24326,./train/TRAIN_24326.png
TRAIN_01483,./train/TRAIN_01483.png
TRAIN_53052,./train/TRAIN_53052.png
TRAIN_05975,./train/TRAIN_05975.png
TRAIN_71640,./train/TRAIN_71640.png
TRAIN_70780,./train/TRAIN_70780.png
TRAIN_28414,./train/TRAIN_28414.png
TRAIN_73841,./train/TRAIN_73841.png
TRAIN_23389,./train/TRAIN_23389.png
TRAIN_08600,./train/TRAIN_08600.png
TRAIN_26063,./train/TRAIN_26063.png
TRAIN_71620,./train/TRAIN_71620.png
TRAIN_34655,./train/TRAIN_34655.png
TRAIN_67733,./train/TRAIN_67733.png
TRAIN_61676,./train/TRAIN_61676.png
TRAIN_33651,./train/TRAIN_33651.png
TRAIN_33629,./train/TRAIN_33629.png
TRAIN_39694,./train/TRAIN_39694.png
TRAIN_03601,./train/TRAIN_03601.png
TRAIN_33048,./train/TRAIN_33048.png
TRAIN_48065,./train/TRAIN_48065.png
TRAIN_45188,./train/TRAIN_45188.png
TRAIN_08938,./train/TRAIN_08938.png
TRAIN_64419,./train/TRAIN_64419.png
TRAIN_49690,./train/TRAIN_49690.png
TRAIN_15112,./train/TRAIN_15112.png
TRAIN_01091,./train/TRAIN_01091.png
TRAIN_34174,./train/TRAIN_34174.png
TRAIN_47246,./train/TRAIN_47246.png
TRAIN_65620,./train/TRAIN_65620.png
TRAIN_02937,./train/TRAIN_02937.png
TRAIN_01773,./train/TRAIN_01773.png
TRAIN_61546,./train/TRAIN_61546.png
TRAIN_21090,./train/TRAIN_21090.png
TRAIN_42360,./train/TRAIN_42360.png
TRAIN_16902,./train/TRAIN_16902.png
TRAIN_21809,./train/TRAIN_21809.png
TRAIN_30391,./train/TRAIN_30391.png
TRAIN_53531,./train/TRAIN_53531.png
TRAIN_15872,./train/TRAIN_15872.png
TRAIN_01523,./train/TRAIN_01523.png
TRAIN_73314,./train/TRAIN_73314.png
TRAIN_41702,./train/TRAIN_41702.png
TRAIN_61777,./train/TRAIN_61777.png
TRAIN_32494,./train/TRAIN_32494.png
TRAIN_70072,./train/TRAIN_70072.png
TRAIN_06742,./train/TRAIN_06742.png
TRAIN_40257,./train/TRAIN_40257.png
TRAIN_34680,./train/TRAIN_34680.png
TRAIN_22722,./train/TRAIN_22722.png
TRAIN_51536,./train/TRAIN_51536.png
TRAIN_13216,./train/TRAIN_13216.png
TRAIN_54621,./train/TRAIN_54621.png
TRAIN_09621,./train/TRAIN_09621.png
TRAIN_55910,./train/TRAIN_55910.png
TRAIN_03344,./train/TRAIN_03344.png
TRAIN_33412,./train/TRAIN_33412.png
TRAIN_51783,./train/TRAIN_51783.png
TRAIN_32504,./train/TRAIN_32504.png
TRAIN_02680,./train/TRAIN_02680.png
TRAIN_15992,./train/TRAIN_15992.png
TRAIN_71788,./train/TRAIN_71788.png
TRAIN_57110,./train/TRAIN_57110.png
TRAIN_54388,./train/TRAIN_54388.png
TRAIN_06268,./train/TRAIN_06268.png
TRAIN_70162,./train/TRAIN_70162.png
TRAIN_58470,./train/TRAIN_58470.png
TRAIN_64192,./train/TRAIN_64192.png
TRAIN_24338,./train/TRAIN_24338.png
TRAIN_64395,./train/TRAIN_64395.png
TRAIN_58221,./train/TRAIN_58221.png
TRAIN_64882,./train/TRAIN_64882.png
TRAIN_56245,./train/TRAIN_56245.png
TRAIN_35235,./train/TRAIN_35235.png
TRAIN_04021,./train/TRAIN_04021.png
TRAIN_57475,./train/TRAIN_57475.png
TRAIN_61969,./train/TRAIN_61969.png
TRAIN_46958,./train/TRAIN_46958.png
TRAIN_06631,./train/TRAIN_06631.png
TRAIN_24076,./train/TRAIN_24076.png
TRAIN_55663,./train/TRAIN_55663.png
TRAIN_26237,./train/TRAIN_26237.png
TRAIN_04208,./train/TRAIN_04208.png
TRAIN_68932,./train/TRAIN_68932.png
TRAIN_01174,./train/TRAIN_01174.png
TRAIN_04900,./train/TRAIN_04900.png
TRAIN_56720,./train/TRAIN_56720.png
TRAIN_14047,./train/TRAIN_14047.png
TRAIN_01173,./train/TRAIN_01173.png
TRAIN_33561,./train/TRAIN_33561.png
TRAIN_58202,./train/TRAIN_58202.png
TRAIN_57454,./train/TRAIN_57454.png
TRAIN_08363,./train/TRAIN_08363.png
TRAIN_67153,./train/TRAIN_67153.png
TRAIN_40408,./train/TRAIN_40408.png
TRAIN_53545,./train/TRAIN_53545.png
TRAIN_42014,./train/TRAIN_42014.png
TRAIN_20944,./train/TRAIN_20944.png
TRAIN_41229,./train/TRAIN_41229.png
TRAIN_47503,./train/TRAIN_47503.png
TRAIN_56668,./train/TRAIN_56668.png
TRAIN_59046,./train/TRAIN_59046.png
TRAIN_64449,./train/TRAIN_64449.png
TRAIN_06525,./train/TRAIN_06525.png
TRAIN_37718,./train/TRAIN_37718.png
TRAIN_64446,./train/TRAIN_64446.png
TRAIN_52231,./train/TRAIN_52231.png
TRAIN_25881,./train/TRAIN_25881.png
TRAIN_52997,./train/TRAIN_52997.png
TRAIN_70181,./train/TRAIN_70181.png
TRAIN_19597,./train/TRAIN_19597.png
TRAIN_40417,./train/TRAIN_40417.png
TRAIN_71654,./train/TRAIN_71654.png
TRAIN_33296,./train/TRAIN_33296.png
TRAIN_44032,./train/TRAIN_44032.png
TRAIN_59420,./train/TRAIN_59420.png
TRAIN_43425,./train/TRAIN_43425.png
TRAIN_20796,./train/TRAIN_20796.png
TRAIN_17805,./train/TRAIN_17805.png
TRAIN_48676,./train/TRAIN_48676.png
TRAIN_13906,./train/TRAIN_13906.png
TRAIN_38306,./train/TRAIN_38306.png
TRAIN_27344,./train/TRAIN_27344.png
TRAIN_31009,./train/TRAIN_31009.png
TRAIN_48594,./train/TRAIN_48594.png
TRAIN_23175,./train/TRAIN_23175.png
TRAIN_26788,./train/TRAIN_26788.png
TRAIN_30151,./train/TRAIN_30151.png
TRAIN_42594,./train/TRAIN_42594.png
TRAIN_22801,./train/TRAIN_22801.png
TRAIN_59699,./train/TRAIN_59699.png
TRAIN_18817,./train/TRAIN_18817.png
TRAIN_03010,./train/TRAIN_03010.png
TRAIN_38858,./train/TRAIN_38858.png
TRAIN_41151,./train/TRAIN_41151.png
TRAIN_60933,./train/TRAIN_60933.png
TRAIN_46259,./train/TRAIN_46259.png
TRAIN_52625,./train/TRAIN_52625.png
TRAIN_04245,./train/TRAIN_04245.png
TRAIN_72100,./train/TRAIN_72100.png
TRAIN_76254,./train/TRAIN_76254.png
TRAIN_35869,./train/TRAIN_35869.png
TRAIN_70942,./train/TRAIN_70942.png
TRAIN_61800,./train/TRAIN_61800.png
TRAIN_57115,./train/TRAIN_57115.png
TRAIN_31215,./train/TRAIN_31215.png
TRAIN_47790,./train/TRAIN_47790.png
TRAIN_24933,./train/TRAIN_24933.png
TRAIN_30402,./train/TRAIN_30402.png
TRAIN_20465,./train/TRAIN_20465.png
TRAIN_45181,./train/TRAIN_45181.png
TRAIN_53735,./train/TRAIN_53735.png
TRAIN_71897,./train/TRAIN_71897.png
TRAIN_52206,./train/TRAIN_52206.png
TRAIN_15243,./train/TRAIN_15243.png
TRAIN_19153,./train/TRAIN_19153.png
TRAIN_14459,./train/TRAIN_14459.png
TRAIN_64381,./train/TRAIN_64381.png
TRAIN_19496,./train/TRAIN_19496.png
TRAIN_14604,./train/TRAIN_14604.png
TRAIN_76851,./train/TRAIN_76851.png
TRAIN_07706,./train/TRAIN_07706.png
TRAIN_56814,./train/TRAIN_56814.png
TRAIN_58163,./train/TRAIN_58163.png
TRAIN_42302,./train/TRAIN_42302.png
TRAIN_09633,./train/TRAIN_09633.png
TRAIN_31804,./train/TRAIN_31804.png
TRAIN_62877,./train/TRAIN_62877.png
TRAIN_46615,./train/TRAIN_46615.png
TRAIN_37577,./train/TRAIN_37577.png
TRAIN_50746,./train/TRAIN_50746.png
TRAIN_12283,./train/TRAIN_12283.png
TRAIN_52223,./train/TRAIN_52223.png
TRAIN_01059,./train/TRAIN_01059.png
TRAIN_66724,./train/TRAIN_66724.png
TRAIN_55516,./train/TRAIN_55516.png
TRAIN_04098,./train/TRAIN_04098.png
TRAIN_06896,./train/TRAIN_06896.png
TRAIN_34982,./train/TRAIN_34982.png
TRAIN_58094,./train/TRAIN_58094.png
TRAIN_28021,./train/TRAIN_28021.png
TRAIN_39507,./train/TRAIN_39507.png
TRAIN_35322,./train/TRAIN_35322.png
TRAIN_38511,./train/TRAIN_38511.png
TRAIN_22693,./train/TRAIN_22693.png
TRAIN_04653,./train/TRAIN_04653.png
TRAIN_62504,./train/TRAIN_62504.png
TRAIN_15835,./train/TRAIN_15835.png
TRAIN_53723,./train/TRAIN_53723.png
TRAIN_08879,./train/TRAIN_08879.png
TRAIN_56937,./train/TRAIN_56937.png
TRAIN_45830,./train/TRAIN_45830.png
TRAIN_67573,./train/TRAIN_67573.png
TRAIN_68088,./train/TRAIN_68088.png
TRAIN_16435,./train/TRAIN_16435.png
TRAIN_23436,./train/TRAIN_23436.png
TRAIN_27416,./train/TRAIN_27416.png
TRAIN_57989,./train/TRAIN_57989.png
TRAIN_05076,./train/TRAIN_05076.png
TRAIN_38433,./train/TRAIN_38433.png
TRAIN_10280,./train/TRAIN_10280.png
TRAIN_06529,./train/TRAIN_06529.png
TRAIN_30517,./train/TRAIN_30517.png
TRAIN_58103,./train/TRAIN_58103.png
TRAIN_44903,./train/TRAIN_44903.png
TRAIN_66841,./train/TRAIN_66841.png
TRAIN_75199,./train/TRAIN_75199.png
TRAIN_27558,./train/TRAIN_27558.png
TRAIN_61366,./train/TRAIN_61366.png
TRAIN_60809,./train/TRAIN_60809.png
TRAIN_73566,./train/TRAIN_73566.png
TRAIN_11331,./train/TRAIN_11331.png
TRAIN_39039,./train/TRAIN_39039.png
TRAIN_23754,./train/TRAIN_23754.png
TRAIN_41285,./train/TRAIN_41285.png
TRAIN_56615,./train/TRAIN_56615.png
TRAIN_38577,./train/TRAIN_38577.png
TRAIN_11096,./train/TRAIN_11096.png
TRAIN_23313,./train/TRAIN_23313.png
TRAIN_35498,./train/TRAIN_35498.png
TRAIN_15521,./train/TRAIN_15521.png
TRAIN_50456,./train/TRAIN_50456.png
TRAIN_07467,./train/TRAIN_07467.png
TRAIN_06758,./train/TRAIN_06758.png
TRAIN_50175,./train/TRAIN_50175.png
TRAIN_39517,./train/TRAIN_39517.png
TRAIN_46554,./train/TRAIN_46554.png
TRAIN_55375,./train/TRAIN_55375.png
TRAIN_68162,./train/TRAIN_68162.png
TRAIN_30044,./train/TRAIN_30044.png
TRAIN_31278,./train/TRAIN_31278.png
TRAIN_59479,./train/TRAIN_59479.png
TRAIN_04614,./train/TRAIN_04614.png
TRAIN_07821,./train/TRAIN_07821.png
TRAIN_06483,./train/TRAIN_06483.png
TRAIN_34078,./train/TRAIN_34078.png
TRAIN_74468,./train/TRAIN_74468.png
TRAIN_22060,./train/TRAIN_22060.png
TRAIN_22996,./train/TRAIN_22996.png
TRAIN_25884,./train/TRAIN_25884.png
TRAIN_66695,./train/TRAIN_66695.png
TRAIN_66746,./train/TRAIN_66746.png
TRAIN_37833,./train/TRAIN_37833.png
TRAIN_14013,./train/TRAIN_14013.png
TRAIN_12102,./train/TRAIN_12102.png
TRAIN_14869,./train/TRAIN_14869.png
TRAIN_71243,./train/TRAIN_71243.png
TRAIN_72236,./train/TRAIN_72236.png
TRAIN_41498,./train/TRAIN_41498.png
TRAIN_24738,./train/TRAIN_24738.png
TRAIN_50176,./train/TRAIN_50176.png
TRAIN_09922,./train/TRAIN_09922.png
TRAIN_67344,./train/TRAIN_67344.png
TRAIN_57580,./train/TRAIN_57580.png
TRAIN_70698,./train/TRAIN_70698.png
TRAIN_12065,./train/TRAIN_12065.png
TRAIN_44447,./train/TRAIN_44447.png
TRAIN_46885,./train/TRAIN_46885.png
TRAIN_02322,./train/TRAIN_02322.png
TRAIN_00374,./train/TRAIN_00374.png
TRAIN_57369,./train/TRAIN_57369.png
TRAIN_55280,./train/TRAIN_55280.png
TRAIN_44385,./train/TRAIN_44385.png
TRAIN_39060,./train/TRAIN_39060.png
TRAIN_29037,./train/TRAIN_29037.png
TRAIN_62732,./train/TRAIN_62732.png
TRAIN_19019,./train/TRAIN_19019.png
TRAIN_41665,./train/TRAIN_41665.png
TRAIN_15010,./train/TRAIN_15010.png
TRAIN_76439,./train/TRAIN_76439.png
TRAIN_32723,./train/TRAIN_32723.png
TRAIN_39873,./train/TRAIN_39873.png
TRAIN_76765,./train/TRAIN_76765.png
TRAIN_50429,./train/TRAIN_50429.png
TRAIN_29100,./train/TRAIN_29100.png
TRAIN_51789,./train/TRAIN_51789.png
TRAIN_70789,./train/TRAIN_70789.png
TRAIN_67256,./train/TRAIN_67256.png
TRAIN_74233,./train/TRAIN_74233.png
TRAIN_73913,./train/TRAIN_73913.png
TRAIN_41312,./train/TRAIN_41312.png
TRAIN_36306,./train/TRAIN_36306.png
TRAIN_23126,./train/TRAIN_23126.png
TRAIN_22112,./train/TRAIN_22112.png
TRAIN_11852,./train/TRAIN_11852.png
TRAIN_27750,./train/TRAIN_27750.png
TRAIN_27695,./train/TRAIN_27695.png
TRAIN_37435,./train/TRAIN_37435.png
TRAIN_17901,./train/TRAIN_17901.png
TRAIN_33231,./train/TRAIN_33231.png
TRAIN_50273,./train/TRAIN_50273.png
TRAIN_19931,./train/TRAIN_19931.png
TRAIN_52064,./train/TRAIN_52064.png
TRAIN_57495,./train/TRAIN_57495.png
TRAIN_27174,./train/TRAIN_27174.png
TRAIN_53754,./train/TRAIN_53754.png
TRAIN_42571,./train/TRAIN_42571.png
TRAIN_71668,./train/TRAIN_71668.png
TRAIN_32511,./train/TRAIN_32511.png
TRAIN_66860,./train/TRAIN_66860.png
TRAIN_69385,./train/TRAIN_69385.png
TRAIN_62686,./train/TRAIN_62686.png
TRAIN_38089,./train/TRAIN_38089.png
TRAIN_28839,./train/TRAIN_28839.png
TRAIN_04416,./train/TRAIN_04416.png
TRAIN_09842,./train/TRAIN_09842.png
TRAIN_18513,./train/TRAIN_18513.png
TRAIN_45205,./train/TRAIN_45205.png
TRAIN_11542,./train/TRAIN_11542.png
TRAIN_51716,./train/TRAIN_51716.png
TRAIN_11940,./train/TRAIN_11940.png
TRAIN_03713,./train/TRAIN_03713.png
TRAIN_42297,./train/TRAIN_42297.png
TRAIN_11566,./train/TRAIN_11566.png
TRAIN_75922,./train/TRAIN_75922.png
TRAIN_57166,./train/TRAIN_57166.png
TRAIN_60525,./train/TRAIN_60525.png
TRAIN_57590,./train/TRAIN_57590.png
TRAIN_49234,./train/TRAIN_49234.png
TRAIN_19663,./train/TRAIN_19663.png
TRAIN_33868,./train/TRAIN_33868.png
TRAIN_04918,./train/TRAIN_04918.png
TRAIN_54323,./train/TRAIN_54323.png
TRAIN_68225,./train/TRAIN_68225.png
TRAIN_67139,./train/TRAIN_67139.png
TRAIN_45363,./train/TRAIN_45363.png
TRAIN_64909,./train/TRAIN_64909.png
TRAIN_41089,./train/TRAIN_41089.png
TRAIN_26729,./train/TRAIN_26729.png
TRAIN_73447,./train/TRAIN_73447.png
TRAIN_61226,./train/TRAIN_61226.png
TRAIN_48090,./train/TRAIN_48090.png
TRAIN_53501,./train/TRAIN_53501.png
TRAIN_21130,./train/TRAIN_21130.png
TRAIN_11464,./train/TRAIN_11464.png
TRAIN_34125,./train/TRAIN_34125.png
TRAIN_20488,./train/TRAIN_20488.png
TRAIN_60625,./train/TRAIN_60625.png
TRAIN_07964,./train/TRAIN_07964.png
TRAIN_16002,./train/TRAIN_16002.png
TRAIN_48091,./train/TRAIN_48091.png
TRAIN_44146,./train/TRAIN_44146.png
TRAIN_47214,./train/TRAIN_47214.png
TRAIN_27710,./train/TRAIN_27710.png
TRAIN_37004,./train/TRAIN_37004.png
TRAIN_42079,./train/TRAIN_42079.png
TRAIN_52545,./train/TRAIN_52545.png
TRAIN_10761,./train/TRAIN_10761.png
TRAIN_67383,./train/TRAIN_67383.png
TRAIN_17026,./train/TRAIN_17026.png
TRAIN_05946,./train/TRAIN_05946.png
